winner_pp,placer_pp,show_pp,winner,placer,show,our_prob_pct,mkt_prob_pct,payout_per_1,payout_source,overlay,ev_per_1
6,4,1,Commandment,Litmus Test,Renegade,0.1153,0.0603,1292.8119,synth,1.9105,0.4902
18,6,11,Further Ado,Commandment,Incredibolt,0.1248,0.0654,1191.8713,synth,1.9068,0.4873
4,8,18,Litmus Test,So Happy,Further Ado,0.1031,0.0541,1442.1543,synth,1.9063,0.4869
18,11,6,Further Ado,Incredibolt,Commandment,0.1101,0.0578,1349.8939,synth,1.9049,0.4858
1,6,4,Renegade,Commandment,Litmus Test,0.1244,0.0654,1191.8713,synth,1.9013,0.483
15,1,4,Emerging Market,Renegade,Litmus Test,0.0673,0.0354,2203.6801,synth,1.9005,0.4824
18,6,1,Further Ado,Commandment,Renegade,0.4615,0.2431,320.8884,synth,1.8987,0.481
1,14,18,Renegade,Potente,Further Ado,0.1294,0.0687,1135.9805,synth,1.8843,0.4698
19,15,6,Golden Tempo,Emerging Market,Commandment,0.0672,0.0356,2188.4188,synth,1.8841,0.4696
19,6,15,Golden Tempo,Commandment,Emerging Market,0.0712,0.0379,2060.2204,synth,1.8817,0.4677
2,18,6,Albus,Further Ado,Commandment,0.0559,0.0297,2623.3047,synth,1.8784,0.4651
14,1,18,Potente,Renegade,Further Ado,0.1192,0.0636,1226.3922,synth,1.8745,0.4621
6,1,4,Commandment,Renegade,Litmus Test,0.1253,0.0668,1166.8388,synth,1.8737,0.4615
6,18,2,Commandment,Further Ado,Albus,0.0721,0.0386,2019.5287,synth,1.8673,0.4565
8,18,4,So Happy,Further Ado,Litmus Test,0.1243,0.0668,1166.8388,synth,1.8596,0.4505
8,19,18,So Happy,Golden Tempo,Further Ado,0.1122,0.0603,1292.8119,synth,1.859,0.45
1,11,18,Renegade,Incredibolt,Further Ado,0.0918,0.0495,1574.8763,synth,1.8543,0.4464
11,1,18,Incredibolt,Renegade,Further Ado,0.0835,0.0454,1719.9045,synth,1.8418,0.4366
15,19,6,Emerging Market,Golden Tempo,Commandment,0.0685,0.0375,2079.6402,synth,1.827,0.4251
1,18,15,Renegade,Further Ado,Emerging Market,0.2594,0.1423,547.9826,synth,1.8221,0.4212
14,18,15,Potente,Further Ado,Emerging Market,0.081,0.0445,1751.9888,synth,1.8205,0.42
6,19,15,Commandment,Golden Tempo,Emerging Market,0.0768,0.0422,1846.8741,synth,1.8191,0.4189
18,16,8,Further Ado,Pavlovian,So Happy,0.0558,0.0308,2532.2253,synth,1.8118,0.4132
1,18,6,Renegade,Further Ado,Commandment,0.4287,0.2372,328.7896,synth,1.807,0.4094
14,18,6,Potente,Further Ado,Commandment,0.134,0.0742,1051.1933,synth,1.8054,0.4082
15,18,14,Emerging Market,Further Ado,Potente,0.0873,0.0484,1610.3816,synth,1.8015,0.4052
4,15,6,Litmus Test,Emerging Market,Commandment,0.0637,0.0356,2188.4188,synth,1.7885,0.395
11,18,15,Incredibolt,Further Ado,Emerging Market,0.0567,0.0317,2457.0065,synth,1.7868,0.3937
4,6,15,Litmus Test,Commandment,Emerging Market,0.0676,0.0379,2060.2204,synth,1.7859,0.393
6,18,14,Commandment,Further Ado,Potente,0.1633,0.0915,852.6899,synth,1.7849,0.3922
15,18,11,Emerging Market,Further Ado,Incredibolt,0.0629,0.0354,2203.6801,synth,1.7763,0.3855
11,18,6,Incredibolt,Further Ado,Commandment,0.0938,0.0529,1474.2039,synth,1.772,0.3821
8,4,18,So Happy,Litmus Test,Further Ado,0.1068,0.0603,1292.8119,synth,1.7694,0.3801
15,18,1,Emerging Market,Further Ado,Renegade,0.2325,0.1315,593.2985,synth,1.7688,0.3797
15,6,19,Emerging Market,Commandment,Golden Tempo,0.0744,0.0423,1845.3593,synth,1.7605,0.3732
6,18,11,Commandment,Further Ado,Incredibolt,0.1176,0.0668,1166.8388,synth,1.7599,0.3728
6,15,19,Commandment,Emerging Market,Golden Tempo,0.0786,0.0448,1740.7915,synth,1.7552,0.369
6,18,1,Commandment,Further Ado,Renegade,0.4351,0.2483,314.1489,synth,1.7525,0.3669
15,4,6,Emerging Market,Litmus Test,Commandment,0.0652,0.0375,2079.6402,synth,1.7391,0.3565
6,4,15,Commandment,Litmus Test,Emerging Market,0.0731,0.0422,1846.8741,synth,1.7313,0.3504
2,6,18,Albus,Commandment,Further Ado,0.0526,0.0304,2567.1067,synth,1.7305,0.3498
18,6,15,Further Ado,Commandment,Emerging Market,0.2928,0.1702,458.412,synth,1.7206,0.3421
18,15,6,Further Ado,Emerging Market,Commandment,0.2733,0.1592,490.0166,synth,1.717,0.3393
6,2,18,Commandment,Albus,Further Ado,0.059,0.0343,2271.4748,synth,1.7168,0.3391
18,8,16,Further Ado,So Happy,Pavlovian,0.0606,0.0354,2200.3778,synth,1.7089,0.3329
15,6,4,Emerging Market,Commandment,Litmus Test,0.071,0.0423,1845.3593,synth,1.6808,0.311
14,15,18,Potente,Emerging Market,Further Ado,0.0719,0.0428,1821.4472,synth,1.6779,0.3087
6,15,4,Commandment,Emerging Market,Litmus Test,0.0751,0.0448,1740.7915,synth,1.6757,0.3071
15,14,18,Emerging Market,Potente,Further Ado,0.0743,0.0445,1750.9501,synth,1.6672,0.3004
19,1,12,Golden Tempo,Renegade,Chief Wallabee,0.0661,0.0397,1965.6052,synth,1.6666,0.2999
1,15,18,Renegade,Emerging Market,Further Ado,0.2272,0.1364,571.686,synth,1.665,0.2987
14,6,18,Potente,Commandment,Further Ado,0.1259,0.0759,1028.0405,synth,1.6591,0.2941
11,15,18,Incredibolt,Emerging Market,Further Ado,0.0504,0.0306,2553.1552,synth,1.649,0.2862
1,6,18,Renegade,Commandment,Further Ado,0.4002,0.2431,320.8884,synth,1.6465,0.2843
15,1,18,Emerging Market,Renegade,Further Ado,0.2164,0.1315,593.2985,synth,1.6459,0.2838
6,14,18,Commandment,Potente,Further Ado,0.1375,0.0837,932.2518,synth,1.6435,0.282
15,11,18,Emerging Market,Incredibolt,Further Ado,0.0528,0.0321,2426.2469,synth,1.6411,0.2801
1,19,12,Renegade,Golden Tempo,Chief Wallabee,0.0709,0.0433,1799.8586,synth,1.6349,0.2752
11,6,18,Incredibolt,Commandment,Further Ado,0.0882,0.0541,1442.1543,synth,1.6304,0.2717
6,1,18,Commandment,Renegade,Further Ado,0.4029,0.2483,314.1489,synth,1.6227,0.2657
6,11,18,Commandment,Incredibolt,Further Ado,0.0976,0.0603,1292.8119,synth,1.6177,0.2618
19,12,1,Golden Tempo,Chief Wallabee,Renegade,0.0627,0.039,1997.6548,synth,1.6052,0.2521
15,18,6,Emerging Market,Further Ado,Commandment,0.2438,0.1534,508.5416,synth,1.5896,0.2399
6,18,15,Commandment,Further Ado,Emerging Market,0.276,0.1738,448.7842,synth,1.5881,0.2387
4,1,12,Litmus Test,Renegade,Chief Wallabee,0.0628,0.0397,1965.6052,synth,1.5818,0.2338
1,4,12,Renegade,Litmus Test,Chief Wallabee,0.0674,0.0433,1799.8586,synth,1.5559,0.2136
1,6,16,Renegade,Commandment,Pavlovian,0.0547,0.0354,2200.3778,synth,1.544,0.2043
1,12,19,Renegade,Chief Wallabee,Golden Tempo,0.0724,0.0471,1657.6382,synth,1.5382,0.1998
18,14,12,Further Ado,Potente,Chief Wallabee,0.0921,0.0601,1298.2635,synth,1.5323,0.1952
18,1,12,Further Ado,Renegade,Chief Wallabee,0.2715,0.1779,438.3861,synth,1.5257,0.19
4,12,1,Litmus Test,Chief Wallabee,Renegade,0.0595,0.039,1997.6548,synth,1.5238,0.1885
6,1,16,Commandment,Renegade,Pavlovian,0.0551,0.0362,2154.164,synth,1.5216,0.1869
12,19,1,Chief Wallabee,Golden Tempo,Renegade,0.0639,0.042,1858.0193,synth,1.521,0.1864
8,18,16,So Happy,Further Ado,Pavlovian,0.0547,0.0362,2154.164,synth,1.5101,0.1779
18,11,12,Further Ado,Incredibolt,Chief Wallabee,0.0653,0.0433,1799.8586,synth,1.5063,0.1749
18,12,14,Further Ado,Chief Wallabee,Potente,0.0957,0.0644,1211.351,synth,1.4861,0.1592
12,1,19,Chief Wallabee,Renegade,Golden Tempo,0.0688,0.0463,1683.7494,synth,1.4858,0.1589
19,6,12,Golden Tempo,Commandment,Chief Wallabee,0.0698,0.0473,1648.1763,synth,1.4756,0.151
1,12,4,Renegade,Chief Wallabee,Litmus Test,0.0691,0.0471,1657.6382,synth,1.4685,0.1454
18,12,11,Further Ado,Chief Wallabee,Incredibolt,0.069,0.0471,1657.6382,synth,1.4654,0.143
18,12,1,Further Ado,Chief Wallabee,Renegade,0.255,0.1748,446.2872,synth,1.4591,0.1381
19,1,8,Golden Tempo,Renegade,So Happy,0.0771,0.0529,1474.2039,synth,1.4572,0.1367
15,6,18,Emerging Market,Commandment,Further Ado,0.2285,0.157,496.8275,synth,1.4556,0.1354
6,15,18,Commandment,Emerging Market,Further Ado,0.2415,0.1664,468.6746,synth,1.4512,0.1319
12,4,1,Chief Wallabee,Litmus Test,Renegade,0.0608,0.042,1858.0193,synth,1.4478,0.1293
19,12,6,Golden Tempo,Chief Wallabee,Commandment,0.0657,0.0456,1712.2755,synth,1.4426,0.1252
1,19,8,Renegade,Golden Tempo,So Happy,0.0826,0.0578,1349.8939,synth,1.4295,0.115
1,18,12,Renegade,Further Ado,Chief Wallabee,0.2542,0.1779,438.3861,synth,1.4289,0.1145
14,18,12,Potente,Further Ado,Chief Wallabee,0.0794,0.0557,1401.5911,synth,1.4276,0.1135
6,19,12,Commandment,Golden Tempo,Chief Wallabee,0.0753,0.0528,1477.4993,synth,1.4266,0.1127
12,1,4,Chief Wallabee,Renegade,Litmus Test,0.0657,0.0463,1683.7494,synth,1.4185,0.1064
11,18,12,Incredibolt,Further Ado,Chief Wallabee,0.0556,0.0397,1965.6052,synth,1.4012,0.0929
4,6,12,Litmus Test,Commandment,Chief Wallabee,0.0663,0.0473,1648.1763,synth,1.4005,0.0924
4,1,8,Litmus Test,Renegade,So Happy,0.0732,0.0529,1474.2039,synth,1.3831,0.0788
19,8,1,Golden Tempo,So Happy,Renegade,0.0741,0.0541,1442.1543,synth,1.3706,0.069
4,12,6,Litmus Test,Chief Wallabee,Commandment,0.0624,0.0456,1712.2755,synth,1.3694,0.0681
12,19,6,Chief Wallabee,Golden Tempo,Commandment,0.0669,0.049,1592.588,synth,1.3669,0.0662
1,4,8,Renegade,Litmus Test,So Happy,0.0786,0.0578,1349.8939,synth,1.3605,0.0612
18,15,12,Further Ado,Emerging Market,Chief Wallabee,0.1621,0.1194,653.3554,synth,1.3577,0.059
6,4,12,Commandment,Litmus Test,Chief Wallabee,0.0717,0.0528,1477.4993,synth,1.3577,0.059
18,6,12,Further Ado,Commandment,Chief Wallabee,0.287,0.2127,366.7296,synth,1.3493,0.0525
12,18,14,Chief Wallabee,Further Ado,Potente,0.0852,0.0634,1230.4322,synth,1.3444,0.0486
6,12,19,Commandment,Chief Wallabee,Golden Tempo,0.0769,0.0574,1358.1564,synth,1.3398,0.0451
18,14,8,Further Ado,Potente,So Happy,0.1073,0.0801,973.6976,synth,1.3398,0.045
18,1,8,Further Ado,Renegade,So Happy,0.3165,0.2372,328.7896,synth,1.334,0.0405
12,18,11,Chief Wallabee,Further Ado,Incredibolt,0.0614,0.0463,1683.7494,synth,1.3256,0.034
18,8,2,Further Ado,So Happy,Albus,0.0501,0.0378,2062.8542,synth,1.3252,0.0336
18,12,15,Further Ado,Chief Wallabee,Emerging Market,0.1618,0.1223,637.5532,synth,1.3222,0.0314
12,18,1,Chief Wallabee,Further Ado,Renegade,0.2271,0.1721,453.3171,synth,1.32,0.0296
18,11,8,Further Ado,Incredibolt,So Happy,0.0761,0.0578,1349.8939,synth,1.3171,0.0273
18,1,17,Further Ado,Renegade,Six Speed,0.0519,0.0395,1972.7374,synth,1.3135,0.0245
12,6,19,Chief Wallabee,Commandment,Golden Tempo,0.0727,0.0554,1409.1459,synth,1.3132,0.0243
18,12,6,Further Ado,Chief Wallabee,Commandment,0.2674,0.2039,382.5319,synth,1.3113,0.0228
1,8,19,Renegade,So Happy,Golden Tempo,0.0857,0.0654,1191.8713,synth,1.3095,0.0214
12,4,6,Chief Wallabee,Litmus Test,Commandment,0.0637,0.049,1592.588,synth,1.3011,0.0149
4,8,1,Litmus Test,So Happy,Renegade,0.0704,0.0541,1442.1543,synth,1.301,0.0148
19,6,8,Golden Tempo,Commandment,So Happy,0.0814,0.0631,1236.1322,synth,1.2903,0.0064
14,12,18,Potente,Chief Wallabee,Further Ado,0.0703,0.0547,1424.7439,synth,1.2843,0.0018
6,12,4,Commandment,Chief Wallabee,Litmus Test,0.0735,0.0574,1358.1564,synth,1.2791,-0.0023
1,12,18,Renegade,Chief Wallabee,Further Ado,0.2223,0.1748,446.2872,synth,1.2718,-0.008
8,19,1,So Happy,Golden Tempo,Renegade,0.0765,0.0603,1292.8119,synth,1.2687,-0.0104
18,8,14,Further Ado,So Happy,Potente,0.1134,0.0896,870.9829,synth,1.2667,-0.012
15,18,12,Emerging Market,Further Ado,Chief Wallabee,0.1446,0.115,678.0554,synth,1.257,-0.0196
12,6,4,Chief Wallabee,Commandment,Litmus Test,0.0694,0.0554,1409.1459,synth,1.2537,-0.0221
1,8,4,Renegade,So Happy,Litmus Test,0.0818,0.0654,1191.8713,synth,1.2502,-0.0248
1,18,8,Renegade,Further Ado,So Happy,0.2964,0.2372,328.7896,synth,1.2494,-0.0255
18,8,11,Further Ado,So Happy,Incredibolt,0.0817,0.0654,1191.8713,synth,1.249,-0.0258
14,18,8,Potente,Further Ado,So Happy,0.0926,0.0742,1051.1933,synth,1.2483,-0.0263
6,19,8,Commandment,Golden Tempo,So Happy,0.0878,0.0704,1108.1244,synth,1.2474,-0.0271
12,14,18,Chief Wallabee,Potente,Further Ado,0.0726,0.0582,1340.4975,synth,1.247,-0.0273
6,18,12,Commandment,Further Ado,Chief Wallabee,0.2706,0.2173,359.0273,synth,1.2454,-0.0286
18,8,1,Further Ado,So Happy,Renegade,0.3023,0.2431,320.8884,synth,1.2437,-0.0299
8,1,19,So Happy,Renegade,Golden Tempo,0.0826,0.0668,1166.8388,synth,1.2357,-0.0362
19,8,6,Golden Tempo,So Happy,Commandment,0.0777,0.0631,1236.1322,synth,1.2317,-0.0393
12,1,18,Chief Wallabee,Renegade,Further Ado,0.2114,0.1721,453.3171,synth,1.2284,-0.0418
12,11,18,Chief Wallabee,Incredibolt,Further Ado,0.0515,0.042,1858.0193,synth,1.2279,-0.0423
11,18,8,Incredibolt,Further Ado,So Happy,0.0648,0.0529,1474.2039,synth,1.2252,-0.0444
4,6,8,Litmus Test,Commandment,So Happy,0.0773,0.0631,1236.1322,synth,1.2246,-0.0448
6,8,3,Commandment,So Happy,Intrepido,0.0528,0.0433,1800.9623,synth,1.2198,-0.0486
8,4,1,So Happy,Litmus Test,Renegade,0.0729,0.0603,1292.8119,synth,1.2076,-0.0581
12,18,15,Chief Wallabee,Further Ado,Emerging Market,0.1441,0.1204,647.5959,synth,1.1961,-0.067
18,15,8,Further Ado,Emerging Market,So Happy,0.189,0.1592,490.0166,synth,1.1872,-0.074
6,4,8,Commandment,Litmus Test,So Happy,0.0836,0.0704,1108.1244,synth,1.1871,-0.074
12,18,6,Chief Wallabee,Further Ado,Commandment,0.2381,0.2007,388.5575,synth,1.1862,-0.0747
18,6,8,Further Ado,Commandment,So Happy,0.3346,0.2836,275.0472,synth,1.1798,-0.0797
8,1,4,So Happy,Renegade,Litmus Test,0.0789,0.0668,1166.8388,synth,1.1797,-0.0798
18,1,10,Further Ado,Renegade,Wonder Dean (JPN),0.0643,0.0547,1424.7548,synth,1.1753,-0.0832
4,8,6,Litmus Test,So Happy,Commandment,0.0738,0.0631,1236.1322,synth,1.1692,-0.0881
8,6,3,So Happy,Commandment,Intrepido,0.0506,0.0433,1800.9623,synth,1.1679,-0.089
1,14,15,Renegade,Potente,Emerging Market,0.056,0.0481,1622.8293,synth,1.1653,-0.091
18,6,17,Further Ado,Commandment,Six Speed,0.0549,0.0473,1650.2834,synth,1.1617,-0.0939
14,1,15,Potente,Renegade,Emerging Market,0.0516,0.0445,1751.9888,synth,1.1593,-0.0958
1,15,14,Renegade,Emerging Market,Potente,0.0582,0.0503,1551.7191,synth,1.1574,-0.0973
1,14,6,Renegade,Potente,Commandment,0.0926,0.0801,973.6976,synth,1.1557,-0.0986
14,1,6,Potente,Renegade,Commandment,0.0853,0.0742,1051.1933,synth,1.1497,-0.1033
1,6,14,Renegade,Commandment,Potente,0.1025,0.0896,870.9829,synth,1.1445,-0.1073
15,1,14,Emerging Market,Renegade,Potente,0.0554,0.0484,1610.3816,synth,1.1441,-0.1076
8,19,6,So Happy,Golden Tempo,Commandment,0.0803,0.0704,1108.1244,synth,1.1401,-0.1107
6,8,19,Commandment,So Happy,Golden Tempo,0.0911,0.08,975.5213,synth,1.1396,-0.1111
15,14,1,Emerging Market,Potente,Renegade,0.0507,0.0445,1750.9501,synth,1.1378,-0.1125
1,11,6,Renegade,Incredibolt,Commandment,0.0657,0.0578,1349.8939,synth,1.1373,-0.1129
18,10,1,Further Ado,Wonder Dean (JPN),Renegade,0.0562,0.0495,1574.8763,synth,1.1343,-0.1152
14,6,1,Potente,Commandment,Renegade,0.0859,0.0759,1028.0405,synth,1.1322,-0.1168
11,1,6,Incredibolt,Renegade,Commandment,0.0598,0.0529,1474.2039,synth,1.1296,-0.1189
1,6,11,Renegade,Commandment,Incredibolt,0.0739,0.0654,1191.8713,synth,1.1285,-0.1198
6,1,14,Commandment,Renegade,Potente,0.1032,0.0915,852.6899,synth,1.1279,-0.1202
18,8,15,Further Ado,So Happy,Emerging Market,0.1918,0.1702,458.412,synth,1.127,-0.1209
15,12,18,Emerging Market,Chief Wallabee,Further Ado,0.1274,0.1131,689.7695,synth,1.1263,-0.1215
6,14,1,Commandment,Potente,Renegade,0.0938,0.0837,932.2518,synth,1.1216,-0.1251
8,18,14,So Happy,Further Ado,Potente,0.1024,0.0915,852.6899,synth,1.1194,-0.1269
18,8,6,Further Ado,So Happy,Commandment,0.317,0.2836,275.0472,synth,1.1177,-0.1282
11,6,1,Incredibolt,Commandment,Renegade,0.0602,0.0541,1442.1543,synth,1.1127,-0.1321
6,1,11,Commandment,Renegade,Incredibolt,0.0743,0.0668,1166.8388,synth,1.1121,-0.1325
6,12,18,Commandment,Chief Wallabee,Further Ado,0.2363,0.2133,365.6575,synth,1.1078,-0.1359
6,11,1,Commandment,Incredibolt,Renegade,0.0666,0.0603,1292.8119,synth,1.104,-0.1389
8,18,11,So Happy,Further Ado,Incredibolt,0.0738,0.0668,1166.8388,synth,1.1037,-0.1391
1,18,10,Renegade,Further Ado,Wonder Dean (JPN),0.0603,0.0547,1424.7548,synth,1.1007,-0.1414
12,15,18,Chief Wallabee,Emerging Market,Further Ado,0.1272,0.1155,675.1122,synth,1.1005,-0.1416
15,18,8,Emerging Market,Further Ado,So Happy,0.1686,0.1534,508.5416,synth,1.0991,-0.1427
8,18,1,So Happy,Further Ado,Renegade,0.2729,0.2483,314.1489,synth,1.099,-0.1427
14,8,18,Potente,So Happy,Further Ado,0.0831,0.0759,1028.0405,synth,1.0958,-0.1453
8,6,19,So Happy,Commandment,Golden Tempo,0.0872,0.08,975.5213,synth,1.0911,-0.1489
6,18,8,Commandment,Further Ado,So Happy,0.3154,0.2897,269.2705,synth,1.0889,-0.1506
6,8,4,Commandment,So Happy,Litmus Test,0.087,0.08,975.5213,synth,1.088,-0.1514
12,6,18,Chief Wallabee,Commandment,Further Ado,0.2232,0.2056,379.3854,synth,1.0858,-0.1531
8,4,6,So Happy,Litmus Test,Commandment,0.0764,0.0704,1108.1244,synth,1.0852,-0.1535
1,8,18,Renegade,So Happy,Further Ado,0.2632,0.2431,320.8884,synth,1.0827,-0.1555
11,8,18,Incredibolt,So Happy,Further Ado,0.0583,0.0541,1442.1543,synth,1.0776,-0.1595
6,18,17,Commandment,Further Ado,Six Speed,0.0518,0.0483,1615.623,synth,1.0722,-0.1637
8,6,4,So Happy,Commandment,Litmus Test,0.0833,0.08,975.5213,synth,1.0417,-0.1875
18,6,10,Further Ado,Commandment,Wonder Dean (JPN),0.068,0.0654,1191.8713,synth,1.0395,-0.1892
8,14,18,So Happy,Potente,Further Ado,0.087,0.0837,932.2518,synth,1.0394,-0.1893
14,15,6,Potente,Emerging Market,Commandment,0.0514,0.05,1561.2405,synth,1.029,-0.1973
14,6,15,Potente,Commandment,Emerging Market,0.0545,0.0531,1468.6293,synth,1.026,-0.1997
8,11,18,So Happy,Incredibolt,Further Ado,0.0618,0.0603,1292.8119,synth,1.0237,-0.2015
15,14,6,Emerging Market,Potente,Commandment,0.0531,0.052,1500.8144,synth,1.0225,-0.2024
8,1,18,So Happy,Renegade,Further Ado,0.2537,0.2483,314.1489,synth,1.0216,-0.2031
1,15,6,Renegade,Emerging Market,Commandment,0.1626,0.1592,490.0166,synth,1.0212,-0.2035
18,10,6,Further Ado,Wonder Dean (JPN),Commandment,0.0589,0.0578,1349.8939,synth,1.0194,-0.2049
1,6,15,Renegade,Commandment,Emerging Market,0.1733,0.1702,458.412,synth,1.0183,-0.2057
6,14,15,Commandment,Potente,Emerging Market,0.0595,0.0586,1331.7883,synth,1.0164,-0.2072
15,6,14,Emerging Market,Commandment,Potente,0.0585,0.0578,1348.5318,synth,1.0118,-0.2108
15,1,6,Emerging Market,Renegade,Commandment,0.1548,0.1534,508.5416,synth,1.0095,-0.2126
6,15,14,Commandment,Emerging Market,Potente,0.0619,0.0613,1272.1169,synth,1.0087,-0.2132
6,1,15,Commandment,Renegade,Emerging Market,0.1744,0.1738,448.7842,synth,1.0035,-0.2172
8,18,15,So Happy,Further Ado,Emerging Market,0.1731,0.1738,448.7842,synth,0.996,-0.2232
15,6,1,Emerging Market,Commandment,Renegade,0.156,0.157,496.8275,synth,0.9934,-0.2252
6,15,1,Commandment,Emerging Market,Renegade,0.1648,0.1664,468.6746,synth,0.9904,-0.2275
8,18,6,So Happy,Further Ado,Commandment,0.2861,0.2897,269.2705,synth,0.9877,-0.2296
15,8,18,Emerging Market,So Happy,Further Ado,0.1507,0.157,496.8275,synth,0.9597,-0.2514
6,18,10,Commandment,Further Ado,Wonder Dean (JPN),0.0641,0.0668,1166.8388,synth,0.9594,-0.2517
6,8,18,Commandment,So Happy,Further Ado,0.2798,0.297,262.6403,synth,0.9422,-0.2651
8,15,18,So Happy,Emerging Market,Further Ado,0.1525,0.1664,468.6746,synth,0.9161,-0.2854
18,1,7,Further Ado,Renegade,Danon Bourbon (JPN),0.0869,0.0949,821.9739,synth,0.9153,-0.2861
1,14,12,Renegade,Potente,Chief Wallabee,0.0549,0.0601,1298.2635,synth,0.9138,-0.2872
14,1,12,Potente,Renegade,Chief Wallabee,0.0506,0.0557,1401.5911,synth,0.9091,-0.2909
18,12,8,Further Ado,Chief Wallabee,So Happy,0.1849,0.2039,382.5319,synth,0.9067,-0.2928
8,6,18,So Happy,Commandment,Further Ado,0.2679,0.297,262.6403,synth,0.9021,-0.2963
1,12,14,Renegade,Chief Wallabee,Potente,0.0569,0.0644,1211.351,synth,0.884,-0.3105
18,8,12,Further Ado,So Happy,Chief Wallabee,0.188,0.2127,366.7296,synth,0.8838,-0.3106
18,7,1,Further Ado,Danon Bourbon (JPN),Renegade,0.0764,0.0881,885.183,synth,0.8673,-0.3235
6,10,18,Commandment,Wonder Dean (JPN),Further Ado,0.0523,0.0603,1292.8119,synth,0.8666,-0.324
1,18,7,Renegade,Further Ado,Danon Bourbon (JPN),0.0813,0.0949,821.9739,synth,0.8572,-0.3314
12,1,14,Chief Wallabee,Renegade,Potente,0.0541,0.0634,1230.4322,synth,0.8539,-0.334
12,18,8,Chief Wallabee,Further Ado,So Happy,0.1646,0.2007,388.5575,synth,0.8202,-0.3603
18,15,7,Further Ado,Emerging Market,Danon Bourbon (JPN),0.0519,0.0637,1225.0414,synth,0.8146,-0.3646
18,6,7,Further Ado,Commandment,Danon Bourbon (JPN),0.0918,0.1134,687.6181,synth,0.8095,-0.3686
1,15,12,Renegade,Emerging Market,Chief Wallabee,0.0964,0.1194,653.3554,synth,0.8075,-0.3701
14,6,12,Potente,Commandment,Chief Wallabee,0.0534,0.0664,1174.9034,synth,0.8046,-0.3724
1,14,8,Renegade,Potente,So Happy,0.064,0.0801,973.6976,synth,0.7991,-0.3767
1,6,12,Renegade,Commandment,Chief Wallabee,0.1698,0.2127,366.7296,synth,0.7985,-0.3771
15,1,12,Emerging Market,Renegade,Chief Wallabee,0.0918,0.115,678.0554,synth,0.7982,-0.3774
6,14,12,Commandment,Potente,Chief Wallabee,0.0584,0.0732,1065.4307,synth,0.7971,-0.3783
14,1,8,Potente,Renegade,So Happy,0.059,0.0742,1051.1933,synth,0.7949,-0.38
14,12,6,Potente,Chief Wallabee,Commandment,0.0503,0.0639,1221.209,synth,0.7877,-0.3856
6,1,12,Commandment,Renegade,Chief Wallabee,0.171,0.2173,359.0273,synth,0.787,-0.3862
1,12,15,Renegade,Chief Wallabee,Emerging Market,0.0962,0.1223,637.5532,synth,0.7865,-0.3865
7,18,1,Danon Bourbon (JPN),Further Ado,Renegade,0.0645,0.0826,944.6748,synth,0.7814,-0.3905
8,18,12,So Happy,Further Ado,Chief Wallabee,0.1697,0.2173,359.0273,synth,0.781,-0.3908
1,12,6,Renegade,Chief Wallabee,Commandment,0.159,0.2039,382.5319,synth,0.78,-0.3916
